8.000000000000006e-002	8.263881e+000	8.000000e-002	7.472239e-002
8.100000000000006e-002	1.026851e+001	8.100000e-002	3.462974e-002
8.200000000000006e-002	1.135779e+001	8.200000e-002	1.284422e-002
8.300000000000006e-002	1.193089e+001	8.300000e-002	1.382105e-003
8.400000000000006e-002	1.203316e+001	8.400000e-002	-6.631560e-004
8.500000000000006e-002	1.207376e+001	8.500000e-002	-1.475182e-003
8.600000000000006e-002	1.221159e+001	8.600000e-002	-4.231772e-003
8.700000000000006e-002	1.232088e+001	8.700000e-002	-6.417593e-003
8.800000000000006e-002	1.238851e+001	8.800000e-002	-7.770202e-003
8.900000000000007e-002	1.250640e+001	8.900000e-002	-1.012803e-002
9.000000000000007e-002	1.258984e+001	9.000000e-002	-1.179671e-002
9.100000000000007e-002	1.254115e+001	9.100000e-002	-1.082298e-002
9.200000000000007e-002	1.259636e+001	9.200000e-002	-1.192727e-002
9.300000000000007e-002	1.265629e+001	9.300000e-002	-1.312578e-002
9.400000000000007e-002	1.267191e+001	9.400000e-002	-1.343815e-002
9.500000000000007e-002	1.273041e+001	9.500000e-002	-1.460828e-002
9.600000000000007e-002	1.275474e+001	9.600000e-002	-1.509471e-002
9.700000000000007e-002	1.282293e+001	9.700000e-002	-1.645857e-002
9.800000000000007e-002	1.281584e+001	9.800000e-002	-1.631678e-002
9.900000000000007e-002	1.287814e+001	9.900000e-002	-1.756272e-002
1.000000000000000e-001	1.294064e+001	1.000000e-001	-1.881281e-002
