0.000000000000000e+000	0.000000e+000	-1.884040e-003
1.828571376855898e-008	5.745933e-008	-1.884040e-003
3.657142753711795e-008	1.148808e-007	-1.884040e-003
5.485714130567693e-008	1.722645e-007	-1.884040e-003
7.314285507423590e-008	2.296104e-007	-1.884040e-003
9.142856884279487e-008	2.869185e-007	-1.884040e-003
1.097142826113539e-007	3.441887e-007	-1.884039e-003
1.279999963799128e-007	4.014211e-007	-1.884039e-003
2.256562463799128e-007	7.058824e-007	-1.884039e-003
3.233124963799128e-007	1.007795e-006	-1.884038e-003
4.209687463799128e-007	1.305915e-006	-1.884037e-003
5.186249963799127e-007	1.599120e-006	-1.884036e-003
6.162812463799128e-007	1.886306e-006	-1.884035e-003
7.139374963799128e-007	2.166393e-006	-1.884033e-003
8.115937463799129e-007	2.438325e-006	-1.884032e-003
9.092499963799129e-007	2.701081e-006	-1.884031e-003
1.006906246379913e-006	2.953670e-006	-1.884029e-003
1.104562496379913e-006	3.195142e-006	-1.884028e-003
1.202218746379913e-006	3.424588e-006	-1.884027e-003
1.299874996379913e-006	3.641145e-006	-1.884025e-003
1.495187496379913e-006	4.032382e-006	-1.884023e-003
1.690499996379913e-006	4.362968e-006	-1.884020e-003
1.885812496379913e-006	4.627932e-006	-1.884018e-003
2.081124996379913e-006	4.823286e-006	-1.884016e-003
2.276437496379913e-006	4.946094e-006	-1.884015e-003
2.471749996379913e-006	4.994508e-006	-1.884014e-003
2.667062496379912e-006	4.967801e-006	-1.884013e-003
2.862374996379912e-006	4.866372e-006	-1.884013e-003
3.057687496379912e-006	4.691749e-006	-1.884013e-003
3.252999996379911e-006	4.446558e-006	-1.884014e-003
3.448312496379911e-006	4.134487e-006	-1.884015e-003
3.643624996379911e-006	3.760228e-006	-1.884017e-003
3.838937496379911e-006	3.329413e-006	-1.884018e-003
4.034249996379911e-006	2.848520e-006	-1.884021e-003
4.229562496379912e-006	2.324783e-006	-1.884023e-003
4.424874996379912e-006	1.766078e-006	-1.884026e-003
4.620187496379913e-006	1.180811e-006	-1.884029e-003
4.815499996379913e-006	5.777823e-007	-1.884032e-003
5.010812496379914e-006	-3.393624e-008	-1.884035e-003
5.206124996379914e-006	-6.451444e-007	-1.884039e-003
5.401437496379915e-006	-1.246649e-006	-1.884042e-003
5.596749996379915e-006	-1.829403e-006	-1.884046e-003
5.792062496379916e-006	-2.384641e-006	-1.884049e-003
5.987374996379916e-006	-2.904011e-006	-1.884052e-003
6.182687496379917e-006	-3.379703e-006	-1.884055e-003
6.377999996379917e-006	-3.804561e-006	-1.884058e-003
6.573312496379918e-006	-4.172194e-006	-1.884061e-003
6.768624996379918e-006	-4.477074e-006	-1.884063e-003
6.963937496379919e-006	-4.714615e-006	-1.884065e-003
7.159249996379919e-006	-4.881244e-006	-1.884067e-003
7.354562496379920e-006	-4.974453e-006	-1.884068e-003
7.549874996379920e-006	-4.992843e-006	-1.884069e-003
7.745187496379919e-006	-4.936135e-006	-1.884070e-003
7.940499996379918e-006	-4.805184e-006	-1.884070e-003
8.135812496379917e-006	-4.601958e-006	-1.884069e-003
8.331124996379916e-006	-4.329514e-006	-1.884068e-003
8.526437496379915e-006	-3.991951e-006	-1.884067e-003
8.721749996379913e-006	-3.594344e-006	-1.884065e-003
8.917062496379912e-006	-3.142676e-006	-1.884063e-003
9.112374996379911e-006	-2.643738e-006	-1.884061e-003
9.307687496379910e-006	-2.105037e-006	-1.884058e-003
9.502999996379909e-006	-1.534673e-006	-1.884055e-003
9.698312496379907e-006	-9.412271e-007	-1.884052e-003
9.893624996379906e-006	-3.336240e-007	-1.884049e-003
1.008893749637991e-005	2.789972e-007	-1.884046e-003
1.028424999637990e-005	8.874221e-007	-1.884042e-003
1.047956249637990e-005	1.482499e-006	-1.884039e-003
1.067487499637990e-005	2.055278e-006	-1.884035e-003
1.087018749637990e-005	2.597144e-006	-1.884032e-003
1.106549999637990e-005	3.099946e-006	-1.884029e-003
1.126081249637990e-005	3.556122e-006	-1.884026e-003
1.145612499637990e-005	3.958811e-006	-1.884023e-003
1.165143749637990e-005	4.301955e-006	-1.884020e-003
1.184674999637989e-005	4.580394e-006	-1.884018e-003
1.204206249637989e-005	4.789940e-006	-1.884016e-003
1.223737499637989e-005	4.927441e-006	-1.884015e-003
1.243268749637989e-005	4.990829e-006	-1.884013e-003
1.262799999637989e-005	4.979149e-006	-1.884013e-003
1.282331249637989e-005	4.892579e-006	-1.884012e-003
1.301862499637989e-005	4.732419e-006	-1.884013e-003
1.321393749637989e-005	4.501080e-006	-1.884013e-003
1.340924999637989e-005	4.202040e-006	-1.884014e-003
1.360456249637988e-005	3.839798e-006	-1.884016e-003
1.379987499637988e-005	3.419801e-006	-1.884017e-003
1.399518749637988e-005	2.948367e-006	-1.884019e-003
1.419049999637988e-005	2.432588e-006	-1.884022e-003
1.438581249637988e-005	1.880220e-006	-1.884025e-003
1.458112499637988e-005	1.299571e-006	-1.884028e-003
1.477643749637988e-005	6.993762e-007	-1.884031e-003
1.497174999637988e-005	8.866184e-008	-1.884034e-003
1.516706249637987e-005	-5.233861e-007	-1.884038e-003
1.536237499637988e-005	-1.127562e-006	-1.884041e-003
1.555768749637987e-005	-1.714778e-006	-1.884044e-003
1.575299999637987e-005	-2.276202e-006	-1.884048e-003
1.594831249637987e-005	-2.803390e-006	-1.884051e-003
1.614362499637987e-005	-3.288413e-006	-1.884054e-003
1.633893749637987e-005	-3.723974e-006	-1.884057e-003
1.653424999637987e-005	-4.103524e-006	-1.884060e-003
1.672956249637987e-005	-4.421353e-006	-1.884062e-003
1.692487499637987e-005	-4.672680e-006	-1.884064e-003
1.712018749637986e-005	-4.853727e-006	-1.884066e-003
1.731549999637986e-005	-4.961768e-006	-1.884067e-003
1.751081249637986e-005	-4.995180e-006	-1.884068e-003
1.770612499637986e-005	-4.953460e-006	-1.884069e-003
1.790143749637986e-005	-4.837235e-006	-1.884069e-003
1.809674999637986e-005	-4.648254e-006	-1.884069e-003
1.829206249637986e-005	-4.389358e-006	-1.884068e-003
1.848737499637986e-005	-4.064443e-006	-1.884067e-003
1.868268749637986e-005	-3.678394e-006	-1.884065e-003
1.887799999637985e-005	-3.237019e-006	-1.884063e-003
1.907331249637985e-005	-2.746956e-006	-1.884061e-003
1.926862499637985e-005	-2.215577e-006	-1.884058e-003
1.946393749637985e-005	-1.650873e-006	-1.884056e-003
1.965924999637985e-005	-1.061338e-006	-1.884052e-003
1.985456249637985e-005	-4.558404e-007	-1.884049e-003
2.004987499637985e-005	1.565139e-007	-1.884046e-003
2.024518749637985e-005	7.665141e-007	-1.884042e-003
2.044049999637984e-005	1.364985e-006	-1.884039e-003
2.063581249637984e-005	1.942926e-006	-1.884035e-003
2.083112499637984e-005	2.491643e-006	-1.884032e-003
2.102643749637984e-005	3.002883e-006	-1.884029e-003
2.122174999637984e-005	3.468957e-006	-1.884026e-003
2.141706249637984e-005	3.882855e-006	-1.884023e-003
2.161237499637984e-005	4.238351e-006	-1.884020e-003
2.180768749637984e-005	4.530099e-006	-1.884018e-003
2.200299999637984e-005	4.753710e-006	-1.884016e-003
2.219831249637983e-005	4.905820e-006	-1.884014e-003
2.239362499637983e-005	4.984142e-006	-1.884013e-003
2.258893749637983e-005	4.987498e-006	-1.884012e-003
2.278424999637983e-005	4.915838e-006	-1.884012e-003
2.297956249637983e-005	4.770238e-006	-1.884012e-003
2.317487499637983e-005	4.552890e-006	-1.884013e-003
2.337018749637983e-005	4.267062e-006	-1.884014e-003
2.356549999637983e-005	3.917054e-006	-1.884015e-003
2.376081249637982e-005	3.508129e-006	-1.884017e-003
2.395612499637982e-005	3.046439e-006	-1.884019e-003
2.415143749637982e-005	2.538928e-006	-1.884021e-003
2.434674999637982e-005	1.993229e-006	-1.884024e-003
2.454206249637982e-005	1.417549e-006	-1.884027e-003
2.473737499637982e-005	8.205488e-007	-1.884030e-003
2.493268749637982e-005	2.112065e-007	-1.884033e-003
2.512799999637982e-005	-4.013125e-007	-1.884036e-003
2.532331249637982e-005	-1.007795e-006	-1.884040e-003
2.551862499637981e-005	-1.599120e-006	-1.884043e-003
2.571393749637981e-005	-2.166393e-006	-1.884047e-003
2.590924999637981e-005	-2.701081e-006	-1.884050e-003
2.610456249637981e-005	-3.195142e-006	-1.884053e-003
2.629987499637981e-005	-3.641145e-006	-1.884056e-003
2.649518749637981e-005	-4.032382e-006	-1.884059e-003
2.669049999637981e-005	-4.362968e-006	-1.884061e-003
2.688581249637981e-005	-4.627932e-006	-1.884064e-003
2.708112499637980e-005	-4.823286e-006	-1.884065e-003
2.727643749637980e-005	-4.946094e-006	-1.884067e-003
2.747174999637980e-005	-4.994508e-006	-1.884068e-003
2.766706249637980e-005	-4.967801e-006	-1.884068e-003
2.786237499637980e-005	-4.866372e-006	-1.884069e-003
2.805768749637980e-005	-4.691749e-006	-1.884068e-003
2.825299999637980e-005	-4.446558e-006	-1.884068e-003
2.844831249637980e-005	-4.134487e-006	-1.884067e-003
2.864362499637979e-005	-3.760228e-006	-1.884065e-003
2.883893749637979e-005	-3.329413e-006	-1.884063e-003
2.903424999637979e-005	-2.848520e-006	-1.884061e-003
2.922956249637979e-005	-2.324783e-006	-1.884059e-003
2.942487499637979e-005	-1.766078e-006	-1.884056e-003
2.962018749637979e-005	-1.180811e-006	-1.884053e-003
2.981549999637979e-005	-5.777823e-007	-1.884050e-003
3.001081249637979e-005	3.393624e-008	-1.884046e-003
3.020612499637979e-005	6.451444e-007	-1.884043e-003
3.040143749637978e-005	1.246649e-006	-1.884039e-003
3.059674999637978e-005	1.829403e-006	-1.884036e-003
3.079206249637979e-005	2.384641e-006	-1.884032e-003
3.098737499637979e-005	2.904011e-006	-1.884029e-003
3.118268749637980e-005	3.379703e-006	-1.884026e-003
3.137799999637981e-005	3.804561e-006	-1.884023e-003
3.157331249637981e-005	4.172194e-006	-1.884020e-003
3.176862499637982e-005	4.477074e-006	-1.884018e-003
3.196393749637982e-005	4.714615e-006	-1.884016e-003
3.215924999637983e-005	4.881244e-006	-1.884014e-003
3.235456249637983e-005	4.974453e-006	-1.884013e-003
